ID,City,District,Neighborhood,Condition,Type,Rooms,Area_m2,Lift,Views,Floor_number,Price
665,Barcelona,Eixample,La Sagrada Família,Good Condition,Flat,2,69,Yes,Exterior,Floor 1,279500
666,Barcelona,Nou Barris,Vilapicina I La Torre Llobeta,Good Condition,Flat,3,72,Yes,Exterior,Floor 2,240000
667,Barcelona,Gràcia,La Salut,Good Condition,Duplex,2,94,Yes,Exterior,Ground Floor,285000
668,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,Good Condition,Flat,3,103,Yes,Exterior,Floor 4,375000
669,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Penthouse,1,150,Yes,Exterior,Floor 8,850000
670,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,4,148,Yes,Exterior,Floor 1,629000
671,Barcelona,Sarrià-Sant Gervasi,Vallvidrera - El Tibidabo I Les Planes,Good Condition,Detached,3,155,No,Exterior,Multiple,665000
672,Barcelona,Sarrià-Sant Gervasi,Vallvidrera - El Tibidabo I Les Planes,Good Condition,Terraced,3,116,No,Exterior,Multiple,395000
673,Barcelona,Sarrià-Sant Gervasi,Vallvidrera - El Tibidabo I Les Planes,Good Condition,Detached,5,220,No,Exterior,Multiple,625000
674,Barcelona,Sarrià-Sant Gervasi,Vallvidrera - El Tibidabo I Les Planes,Good Condition,Detached,6,480,No,Exterior,Multiple,1350000
675,Barcelona,Ciutat Vella,El Raval,Good Condition,Flat,1,50,No,Exterior,Mezzanine,185000
676,Barcelona,Les Corts,Pedralbes,Good Condition,Flat,4,180,Yes,Exterior,Floor 4,990000
677,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,6,305,Yes,Exterior,Floor 1,1600000
678,Barcelona,Les Corts,Les Corts,Good Condition,Flat,4,105,Yes,Exterior,Floor 6,420000
679,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Flat,5,80,No,Interior,Mezzanine,299000
680,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,4,231,Yes,Exterior,Floor 3,2750000
681,Barcelona,Ciutat Vella,El Raval,Good Condition,Flat,3,109,Yes,Exterior,Floor 2,685000
682,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,4,145,Yes,Exterior,Floor 4,760000
683,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Duplex,2,89,Yes,Exterior,Floor 1,550000
684,Barcelona,Sants-Montjuïc,La Marina De Port,Good Condition,Terraced,5,295,No,Exterior,Multiple,1075000
685,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,5,182,Yes,Exterior,Mezzanine,990000
686,Barcelona,Sarrià-Sant Gervasi,Sarrià,Good Condition,Flat,5,217,Yes,Exterior,Floor 4,1150000
687,Barcelona,Ciutat Vella,El Barri Gòtic,Good Condition,Flat,4,172,Yes,Exterior,Floor 2,1145000
688,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,3,220,Yes,Exterior,Floor 1,1100000
689,Barcelona,Les Corts,Les Corts,Good Condition,Penthouse,2,72,Yes,Exterior,Floor 6,290000
690,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,5,150,Yes,Exterior,Floor 1,750000
691,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Penthouse,4,197,Yes,Exterior,Floor 4,550000
692,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Penthouse,5,160,Yes,Exterior,Floor 3,950000
693,Barcelona,Eixample,El Fort Pienc,Good Condition,Flat,7,150,Yes,Exterior,Floor 4,530000
694,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,3,80,Yes,Exterior,Floor 2,245000
695,Barcelona,Ciutat Vella,El Raval,Good Condition,Flat,1,60,Yes,Interior,Floor 1,339000
696,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,4,140,Yes,Exterior,Floor 11,750000
697,Barcelona,Sarrià-Sant Gervasi,Vallvidrera - El Tibidabo I Les Planes,Good Condition,Detached,3,83,No,Exterior,Multiple,335000
698,Barcelona,Sarrià-Sant Gervasi,Vallvidrera - El Tibidabo I Les Planes,Good Condition,Detached,6,519,No,Exterior,Multiple,1350000
699,Barcelona,Sants-Montjuïc,Sants,Good Condition,Flat,3,84,No,Exterior,Floor 2,245000
700,Barcelona,Ciutat Vella,El Barri Gòtic,Good Condition,Flat,4,156,Yes,Exterior,Floor 2,630000
701,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,Good Condition,Flat,3,68,Yes,Exterior,Mezzanine,192000
702,Barcelona,Horta-Guinardó,El Carmel,Good Condition,Flat,2,55,Yes,Exterior,Floor 2,159000
703,Barcelona,Sant Andreu,El Congrés I Els Indians,Good Condition,Flat,3,65,Yes,Exterior,Floor 3,190000
704,Barcelona,Sants-Montjuïc,La Bordeta,Good Condition,Flat,3,75,Yes,Interior,Floor 2,215000
705,Barcelona,Sants-Montjuïc,Sants - Badal,Good Condition,Flat,3,70,Yes,Interior,Floor 1,230000
706,Barcelona,Sants-Montjuïc,Sants - Badal,Good Condition,Flat,3,60,Yes,Exterior,Floor 5,165000
707,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,2,84,Yes,Exterior,Floor 1,630000
708,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Good Condition,Flat,3,95,Yes,Exterior,Floor 2,349000
709,Barcelona,Sant Martí,Provençals Del Poblenou,Good Condition,Flat,3,73,Yes,Exterior,Floor 8,229000
710,Barcelona,Sant Martí,Provençals Del Poblenou,Good Condition,Flat,4,79,Yes,Exterior,Floor 4,195000
711,Barcelona,Sant Martí,La Vila Olímpica Del Poblenou,Good Condition,Flat,4,139,Yes,Exterior,Floor 3,698000
712,Barcelona,Horta-Guinardó,La Font D'En Fargues,Good Condition,Semi-Detached,5,160,No,Exterior,Multiple,595000
713,Barcelona,Les Corts,Les Corts,Good Condition,Flat,2,88,Yes,Exterior,Floor 3,360000
714,Barcelona,Sant Martí,El Besòs I El Maresme,Good Condition,Flat,2,52,No,Exterior,Floor 1,99000
715,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,3,90,Yes,Exterior,Floor 5,399000
716,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Penthouse,2,62,Yes,Exterior,Floor 6,280000
717,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Good Condition,Flat,2,80,Yes,Exterior,Floor 3,590000
718,Barcelona,Ciutat Vella,El Raval,Good Condition,Flat,1,50,No,Exterior,Floor 2,185000
719,Barcelona,Ciutat Vella,El Barri Gòtic,Good Condition,Flat,4,114,No,Exterior,Floor 2,295000
720,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Good Condition,Flat,4,118,Yes,Exterior,Floor 3,425000
721,Barcelona,Eixample,Sant Antoni,Good Condition,Flat,4,143,Yes,Exterior,Floor 3,560000
722,Barcelona,Eixample,La Sagrada Família,Good Condition,Flat,4,95,Yes,Exterior,Floor 4,610000
723,Barcelona,Les Corts,La Maternitat I Sant Ramon,Good Condition,Flat,3,60,Yes,Exterior,Floor 3,260000
724,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,4,150,Yes,Interior,Floor 4,850000
725,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,2,88,Yes,Exterior,Floor 3,360000
726,Barcelona,Gràcia,El Camp D'En Grassot I Gràcia Nova,Good Condition,Flat,2,90,Yes,Exterior,Ground Floor,350000
727,Barcelona,Sants-Montjuïc,Sants - Badal,Good Condition,Flat,2,67,Yes,Exterior,Floor 2,288000
728,Barcelona,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Good Condition,Flat,4,170,Yes,Exterior,Floor 6,1686000
729,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Good Condition,Flat,3,145,Yes,Exterior,Floor 3,720000
730,Barcelona,Sant Martí,El Besòs I El Maresme,Good Condition,Flat,2,52,No,Exterior,Floor 1,99000
731,Barcelona,Sarrià-Sant Gervasi,Vallvidrera - El Tibidabo I Les Planes,Good Condition,Detached,8,483,No,Exterior,Multiple,2750000
732,Barcelona,Sarrià-Sant Gervasi,Vallvidrera - El Tibidabo I Les Planes,Good Condition,Detached,6,380,No,Exterior,Multiple,1850000
733,Barcelona,Gràcia,La Vila De Gràcia,Good Condition,Flat,3,122,Yes,Exterior,Floor 4,835000
734,Barcelona,Eixample,Sant Antoni,Good Condition,Flat,4,148,Yes,Exterior,Floor 1,629000
735,Barcelona,Eixample,Sant Antoni,Good Condition,Penthouse,1,34,Yes,Exterior,Floor 6,210000
736,Barcelona,Sant Martí,El Camp De L'Arpa Del Clot,Good Condition,Flat,2,66,No,Exterior,Floor 3,200000
737,Barcelona,Les Corts,La Maternitat I Sant Ramon,Good Condition,Flat,4,90,Yes,Exterior,Floor 7,420000
738,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Good Condition,Flat,3,93,Yes,Exterior,Floor 1,395000
739,Barcelona,Sant Martí,El Poblenou,Good Condition,Penthouse,2,92,No,Exterior,Floor 3,360000
740,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Flat,4,84,No,Exterior,Ground Floor,299000
741,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,Good Condition,Flat,2,81,Yes,Exterior,Floor 4,299000
742,Barcelona,Les Corts,Les Corts,Good Condition,Flat,2,50,Yes,Interior,Floor 1,200000
743,Barcelona,Horta-Guinardó,El Guinardó,Good Condition,Flat,3,95,Yes,Exterior,Floor 6,449000
744,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - La Bonanova,Good Condition,Flat,4,170,Yes,Exterior,Mezzanine,950000
745,Barcelona,Sant Martí,La Verneda I La Pau,Good Condition,Flat,4,92,Yes,Exterior,Floor 3,245000
746,Barcelona,Sant Martí,El Besòs I El Maresme,Good Condition,Flat,2,49,No,Exterior,Floor 1,99000
747,Barcelona,Sant Martí,La Verneda I La Pau,Good Condition,Flat,4,87,Yes,Exterior,Floor 10,230000
748,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,2,71,Yes,Exterior,Floor 3,265000
749,Barcelona,Sant Andreu,El Bon Pastor,Good Condition,Penthouse,3,130,Yes,Exterior,Floor 6,466000
750,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,4,124,Yes,Exterior,Floor 4,520000
751,Barcelona,Nou Barris,Porta,Good Condition,Flat,3,69,Yes,Exterior,Floor 3,176000
752,Barcelona,Nou Barris,La Trinitat Nova,Good Condition,Flat,3,65,No,Exterior,Floor 3,119000
753,Barcelona,Sants-Montjuïc,Sants,Good Condition,Flat,3,76,Yes,Exterior,Floor 2,280000
754,Barcelona,Sants-Montjuïc,Hostafrancs,Good Condition,Flat,4,88,Yes,Interior,Floor 5,295000
755,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,4,149,Yes,Exterior,Floor 1,640000
756,Barcelona,Gràcia,Vallcarca I Els Penitents,Good Condition,Penthouse,1,80,Yes,Exterior,Floor 4,429000
757,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,Good Condition,Flat,2,69,No,Exterior,Floor 4,228000
758,Barcelona,Eixample,El Fort Pienc,Good Condition,Flat,3,87,Yes,Exterior,Floor 1,395000
759,Barcelona,Gràcia,El Coll,Good Condition,Penthouse,2,110,Yes,Exterior,Floor 4,470000
760,Barcelona,Eixample,Sant Antoni,Good Condition,Flat,2,88,Yes,Exterior,Ground Floor,269000
761,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,Good Condition,Flat,2,70,Yes,Exterior,Mezzanine,275000
762,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Good Condition,Flat,3,148,Yes,Exterior,Floor 2,635000
763,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,Good Condition,Flat,3,117,Yes,Exterior,Floor 4,410000
764,Barcelona,Sant Martí,Sant Martí De Provençals,Good Condition,Flat,3,74,No,Exterior,Floor 2,185000
765,Barcelona,Eixample,El Fort Pienc,Good Condition,Flat,2,72,Yes,Exterior,Floor 3,285000
766,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,3,290,Yes,Exterior,Mezzanine,2450000
767,Barcelona,Eixample,La Sagrada Família,Good Condition,Flat,5,123,Yes,Exterior,Floor 1,369000
768,Barcelona,Sants-Montjuïc,Sants - Badal,Good Condition,Flat,3,83,Yes,Exterior,Floor 4,250000
769,Barcelona,Horta-Guinardó,El Guinardó,Good Condition,Flat,3,65,No,Interior,Floor 2,169800
770,Barcelona,Nou Barris,Porta,Good Condition,Flat,2,71,No,Exterior,Floor 1,245000
771,Barcelona,Ciutat Vella,El Raval,Good Condition,Flat,2,76,No,Interior,Floor 2,200000
772,Barcelona,Sant Martí,El Poblenou,Good Condition,Flat,2,82,Yes,Exterior,Floor 3,398000
773,Barcelona,Sants-Montjuïc,Sants - Badal,Good Condition,Flat,1,33,Yes,Exterior,Ground Floor,129000
774,Barcelona,Gràcia,La Vila De Gràcia,Good Condition,Flat,3,60,No,Exterior,Floor 1,310000
775,Barcelona,Les Corts,Pedralbes,Good Condition,House,5,600,No,Exterior,Multiple,3990000
776,Barcelona,Ciutat Vella,El Raval,Good Condition,Flat,3,86,Yes,Exterior,Floor 1,349000
777,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - La Bonanova,Good Condition,Flat,3,160,Yes,Exterior,Ground Floor,845000
778,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,3,122,Yes,Exterior,Mezzanine,570000
779,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Flat,3,86,No,Exterior,Floor 1,270000
780,Barcelona,Nou Barris,La Prosperitat,Good Condition,Flat,3,62,No,Exterior,Floor 1,139000
781,Barcelona,Nou Barris,Canyelles,Good Condition,Flat,3,96,Yes,Exterior,Floor 12,215000
782,Barcelona,Sants-Montjuïc,Sants - Badal,Good Condition,Flat,3,120,Yes,Exterior,Floor 6,463000
783,Barcelona,Sants-Montjuïc,Sants,Good Condition,Flat,3,150,No,Exterior,Ground Floor,239000
784,Barcelona,Ciutat Vella,La Barceloneta,Good Condition,Flat,3,56,No,Exterior,Floor 3,283000
785,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,Good Condition,Flat,4,81,Yes,Exterior,Floor 4,405000
786,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,4,113,Yes,Exterior,Floor 5,425000
787,Barcelona,Ciutat Vella,El Raval,Good Condition,Flat,3,83,Yes,Exterior,Floor 3,320000
788,Barcelona,Gràcia,El Camp D'En Grassot I Gràcia Nova,Good Condition,Flat,4,116,Yes,Exterior,Floor 3,349000
789,Barcelona,Nou Barris,Vilapicina I La Torre Llobeta,Good Condition,Flat,3,83,Yes,Exterior,Floor 3,418200
790,Barcelona,Sants-Montjuïc,La Marina De Port,Good Condition,Flat,3,101,No,Exterior,Floor 3,260000
791,Barcelona,Eixample,La Sagrada Família,Good Condition,Flat,4,123,Yes,Exterior,Floor 7,439000
792,Barcelona,Les Corts,Les Corts,Good Condition,Flat,2,185,Yes,Exterior,Floor 5,1600000
793,Barcelona,Sant Andreu,El Congrés I Els Indians,Good Condition,Flat,3,73,Yes,Exterior,Floor 3,206000
794,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,4,98,Yes,Exterior,Floor 1,360000
795,Barcelona,Ciutat Vella,El Raval,Good Condition,Flat,3,80,No,Exterior,Floor 2,250000
796,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Flat,2,63,No,Exterior,Mezzanine,240000
797,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,3,114,Yes,Exterior,Mezzanine,1650000
798,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,3,217,Yes,Exterior,Floor 3,2290000
799,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,2,72,Yes,Exterior,Floor 1,360000
800,Barcelona,Les Corts,Les Corts,Good Condition,Flat,4,95,Yes,Exterior,Floor 7,560000
801,Barcelona,Les Corts,Les Corts,Good Condition,Flat,4,91,Yes,Exterior,Floor 2,525000
802,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,4,225,Yes,Exterior,Floor 2,1975000
803,Barcelona,Gràcia,La Salut,Good Condition,Flat,4,122,Yes,Exterior,Floor 5,595000
804,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Penthouse,3,90,Yes,Exterior,Floor 5,1430000
805,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,6,274,Yes,Exterior,Floor 2,1190000
806,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - La Bonanova,Good Condition,Flat,6,492,Yes,Exterior,Floor 1,4000000
807,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Penthouse,1,126,Yes,Exterior,Floor 6,850000
808,Barcelona,Sant Martí,El Parc I La Llacuna Del Poblenou,Good Condition,Flat,2,62,Yes,Exterior,Floor 1,390000
809,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,6,237,Yes,Exterior,Mezzanine,1800000
810,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,3,200,Yes,Exterior,Floor 5,1950000
811,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,3,134,Yes,Exterior,Floor 3,890000
812,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,7,259,Yes,Exterior,Floor 6,2450000
813,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,4,475,Yes,Exterior,Floor 3,5000000
814,Barcelona,Sants-Montjuïc,La Bordeta,Good Condition,Flat,4,115,Yes,Exterior,Floor 5,540000
815,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Good Condition,Flat,6,257,Yes,Exterior,Floor 6,1250000
816,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Flat,4,269,Yes,Exterior,Mezzanine,1290000
817,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,3,120,Yes,Exterior,Floor 2,660000
818,Barcelona,Eixample,La Sagrada Família,Good Condition,Flat,3,94,Yes,Exterior,Floor 2,439000
819,Barcelona,Eixample,Sant Antoni,Good Condition,Flat,3,120,Yes,Exterior,Mezzanine,650000
820,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,2,74,Yes,Exterior,Mezzanine,363400
821,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Flat,2,129,Yes,Exterior,Mezzanine,840000
822,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Flat,2,93,Yes,Exterior,Floor 1,720000
823,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Flat,3,134,Yes,Exterior,Floor 1,880000
824,Barcelona,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Good Condition,Duplex,2,91,No,Exterior,Ground Floor,360000
825,Barcelona,Sant Martí,La Verneda I La Pau,Good Condition,Flat,3,92,Yes,Exterior,Floor 4,210000
826,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,5,197,Yes,Exterior,Floor 3,2500000
827,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Flat,1,72,No,Exterior,Floor 1,275000
828,Barcelona,Sant Martí,El Clot,Good Condition,Flat,3,125,Yes,Exterior,Floor 3,498000
829,Barcelona,Sant Martí,El Clot,Good Condition,Flat,3,81,Yes,Exterior,Floor 2,217000
830,Barcelona,Horta-Guinardó,El Guinardó,Good Condition,Flat,4,105,Yes,Exterior,Ground Floor,320000
831,Barcelona,Sant Martí,La Verneda I La Pau,Good Condition,Flat,1,70,Yes,Exterior,Floor 1,180000
832,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,Good Condition,Flat,2,48,No,Exterior,Floor 1,250000
833,Barcelona,Sants-Montjuïc,El Poble Sec - Aei Parc De Montjuïc,Good Condition,Flat,2,48,No,Exterior,Floor 4,250000
834,Barcelona,Les Corts,Les Corts,Good Condition,Penthouse,2,68,Yes,Exterior,Floor 8,340000
835,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - La Bonanova,Good Condition,Flat,3,81,Yes,Exterior,Floor 2,550000
836,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,2,165,Yes,Interior,Floor 5,1290000
837,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,4,95,Yes,Exterior,Floor 2,390000
838,Barcelona,Horta-Guinardó,La Teixonera,Good Condition,Flat,3,61,No,Exterior,Floor 2,125000
839,Barcelona,Sants-Montjuïc,La Font De La Guatlla,Good Condition,Flat,1,53,Yes,Interior,Mezzanine,115000
840,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Penthouse,3,102,Yes,Exterior,Floor 9,675000
841,Barcelona,Sant Martí,El Besòs I El Maresme,Good Condition,Flat,3,97,Yes,Exterior,Floor 7,359000
842,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,3,152,Yes,Exterior,Floor 1,675000
843,Barcelona,Les Corts,Pedralbes,Good Condition,Penthouse,4,338,Yes,Exterior,Floor 2,2250000
844,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,4,170,Yes,Exterior,Floor 8,795000
845,Barcelona,Eixample,El Fort Pienc,Good Condition,Flat,2,106,Yes,Exterior,Mezzanine,400000
846,Barcelona,Eixample,El Fort Pienc,Good Condition,Flat,3,100,Yes,Exterior,Floor 2,369000
847,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,3,172,Yes,Exterior,Mezzanine,1295000
848,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,3,136,Yes,Exterior,Floor 3,1150000
849,Barcelona,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Good Condition,Penthouse,3,188,Yes,Exterior,Floor 21,2500000
850,Barcelona,Ciutat Vella,El Raval,Good Condition,Flat,4,200,Yes,Exterior,Floor 4,1250000
851,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,3,91,Yes,Exterior,Floor 9,538000
852,Barcelona,Sant Martí,Diagonal Mar I El Front Marítim Del Poblenou,Good Condition,Flat,3,145,Yes,Exterior,Floor 10,1300000
853,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,3,169,Yes,Exterior,Mezzanine,995000
854,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,2,91,Yes,Exterior,Floor 3,630000
855,Barcelona,Ciutat Vella,El Barri Gòtic,Good Condition,Flat,3,198,Yes,Exterior,Floor 4,1600000
856,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,1,82,Yes,Exterior,Floor 1,260000
857,Barcelona,Gràcia,La Vila De Gràcia,Good Condition,Flat,4,191,Yes,Exterior,Floor 5,2300000
858,Barcelona,Gràcia,La Vila De Gràcia,Good Condition,Flat,4,109,Yes,Exterior,Floor 1,529000
859,Barcelona,Sant Martí,Provençals Del Poblenou,Good Condition,Flat,2,72,Yes,Exterior,Floor 4,395000
860,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,4,145,Yes,Exterior,Floor 6,760000
861,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,2,74,Yes,Exterior,Floor 1,495000
862,Barcelona,Ciutat Vella,El Barri Gòtic,Good Condition,Flat,2,134,Yes,Exterior,Ground Floor,449000
863,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,3,189,Yes,Exterior,Floor 5,930000
864,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,3,139,Yes,Exterior,Floor 2,1150000
865,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,2,57,No,Exterior,Floor 2,345000
866,Barcelona,Eixample,L'Antiga Esquerra De L'Eixample,Good Condition,Flat,3,106,Yes,Exterior,Floor 1,699000
867,Barcelona,Eixample,La Sagrada Família,Good Condition,Flat,5,198,Yes,Exterior,Floor 6,790000
868,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,3,120,Yes,Exterior,Floor 5,649999
869,Barcelona,Eixample,La Dreta De L'Eixample,Good Condition,Flat,5,197,Yes,Exterior,Mezzanine,990000
870,Barcelona,Eixample,La Sagrada Família,Good Condition,Flat,3,70,Yes,Exterior,Floor 4,289000
871,Barcelona,Eixample,La Sagrada Família,Good Condition,Flat,3,83,Yes,Exterior,Floor 2,330000
872,Barcelona,Sarrià-Sant Gervasi,El Putxet I El Farró,Good Condition,Flat,3,92,Yes,Exterior,Floor 3,399000
873,Barcelona,Horta-Guinardó,El Guinardó,Good Condition,Flat,2,75,Yes,Exterior,Ground Floor,215000
874,Barcelona,Sant Martí,Provençals Del Poblenou,Good Condition,Flat,2,100,Yes,Exterior,Floor 3,499900
875,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,4,120,Yes,Exterior,Floor 4,545000
876,Barcelona,Sant Martí,El Besòs I El Maresme,Good Condition,Flat,5,201,Yes,Exterior,Floor 14,860000
877,Barcelona,Sant Andreu,El Bon Pastor,Good Condition,Flat,3,78,No,Exterior,Floor 2,178000
878,Barcelona,Horta-Guinardó,Horta,Good Condition,Flat,3,53,Yes,Exterior,Floor 1,185000
879,Barcelona,Horta-Guinardó,El Guinardó,Good Condition,Flat,2,71,Yes,Exterior,Floor 3,260000
880,Barcelona,Eixample,El Fort Pienc,Good Condition,Flat,3,100,Yes,Exterior,Floor 3,469000
881,Barcelona,Sant Andreu,La Sagrera,Good Condition,Flat,3,70,Yes,Exterior,Floor 2,256000
882,Barcelona,Sants-Montjuïc,Sants,Good Condition,House,4,420,No,Exterior,Multiple,1450000
883,Barcelona,Sant Andreu,El Bon Pastor,Good Condition,Flat,2,62,No,Exterior,Floor 2,129000
884,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Flat,3,72,Yes,Exterior,Floor 1,335000
885,Barcelona,Sants-Montjuïc,La Bordeta,Good Condition,Flat,4,103,Yes,Exterior,Floor 5,422000
886,Barcelona,Sants-Montjuïc,Sants,Good Condition,Flat,3,107,Yes,Exterior,Mezzanine,399000
887,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina I La Ribera,Good Condition,Flat,1,63,No,Exterior,Floor 1,285000
888,Barcelona,Eixample,El Fort Pienc,Good Condition,Flat,4,103,Yes,Exterior,Mezzanine,369000
889,Barcelona,Sant Andreu,Navas,Good Condition,Penthouse,3,67,Yes,Exterior,Floor 6,240000
890,Barcelona,Sant Martí,El Poblenou,Good Condition,Flat,3,92,Yes,Exterior,Floor 2,359000
891,Barcelona,Sant Martí,El Besòs I El Maresme,Good Condition,Flat,5,206,Yes,Exterior,Floor 14,874800
892,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Good Condition,Flat,4,214,Yes,Exterior,Floor 3,1750000
893,Barcelona,Eixample,La Nova Esquerra De L'Eixample,Good Condition,Flat,1,58,Yes,Interior,Floor 2,145000
894,Barcelona,Les Corts,Les Corts,Good Condition,Flat,4,96,Yes,Exterior,Floor 4,385000
